study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_fraction,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_min,age_max,age_se,depth_interval_notes,date
Blue_Ventures_Unpublished,BV_Unpubl_MHJ28,M1052,single set of methods,50,100,0.4133,0.136493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,single set of methods,0,15,0.3917,0.16153800000000001,0.08389300000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,single set of methods,100,150,0.5669,0.135961,0.058811999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,single set of methods,15,30,0.5104,0.114566,0.054181999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,single set of methods,30,50,0.4719,0.132425,0.057664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ29,M1053,single set of methods,50,100,0.5489,0.123725,0.051143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ3,M1027,single set of methods,0,15,0.8752,0.043498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ3,M1027,single set of methods,15,30,0.8244,0.039369999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ3,M1027,single set of methods,30,50,0.8748,0.041144999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ3,M1027,single set of methods,50,100,0.7382,0.0359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,single set of methods,0,15,0.9542,0.044747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,single set of methods,100,150,0.6474,0.043245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,single set of methods,15,30,NA,0.051866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,single set of methods,30,50,0.6963,0.05122499999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ30,M1054,single set of methods,50,100,0.7118,0.039571999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ31,M1055,single set of methods,0,15,0.8979,0.040849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ31,M1055,single set of methods,15,30,0.8309,0.035522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ31,M1055,single set of methods,30,50,0.746,0.051169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ31,M1055,single set of methods,50,100,0.6985,0.09192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ32,M1056,single set of methods,0,15,NA,0.037871,0.0062239999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ32,M1056,single set of methods,100,150,NA,0.06957200000000001,0.02373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ32,M1056,single set of methods,15,30,NA,0.039774,0.006939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ32,M1056,single set of methods,30,50,1.0869,0.029971,0.009127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ32,M1056,single set of methods,50,100,NA,0.04277,0.01463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ33,M1057,single set of methods,0,15,1.0111,0.05002500000000001,0.009105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ33,M1057,single set of methods,100,150,0.7148,0.067013,0.024678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ33,M1057,single set of methods,15,30,0.9301,0.043148,0.009004999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ33,M1057,single set of methods,30,50,1.0055,0.046996,0.008628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ33,M1057,single set of methods,50,100,0.8579,0.053645,0.011568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ34,M1058,single set of methods,0,15,0.9202,0.046398999999999996,0.010628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ34,M1058,single set of methods,15,30,NA,0.039673,0.007012000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ34,M1058,single set of methods,30,50,NA,0.034998999999999995,0.007474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ34,M1058,single set of methods,50,100,NA,0.042223,0.009399999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ35,M1059,single set of methods,0,15,1.0083,0.036122999999999995,0.006545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ35,M1059,single set of methods,100,150,NA,0.054565,0.016091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ35,M1059,single set of methods,15,30,1.0267,0.040274000000000004,0.012191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ35,M1059,single set of methods,30,50,NA,0.038649,0.007029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ35,M1059,single set of methods,50,100,0.738,0.059669,0.021318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ37,M1061,single set of methods,0,15,NA,0.042223,0.007308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ37,M1061,single set of methods,15,30,0.9771,0.032021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ37,M1061,single set of methods,30,50,1.0535,0.023996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ37,M1061,single set of methods,50,100,0.9088,0.041971999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ38,M1062,single set of methods,0,15,0.9146,0.051369,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ38,M1062,single set of methods,100,150,0.8500332653174826,0.050399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ38,M1062,single set of methods,15,30,0.8618,0.044448999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ38,M1062,single set of methods,30,50,0.9656,0.036924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ38,M1062,single set of methods,50,100,0.7919,0.041721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ39,M1063,single set of methods,0,15,NA,0.040698,0.007039999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ39,M1063,single set of methods,100,150,NA,0.037624,0.006246000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ39,M1063,single set of methods,15,30,0.9939,0.045970000000000004,0.007469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ39,M1063,single set of methods,30,50,NA,0.042896000000000004,0.004958000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ39,M1063,single set of methods,50,100,NA,0.049249,0.005305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,single set of methods,0,15,0.8669,0.045700000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,single set of methods,100,150,0.7913,0.055124000000000006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,single set of methods,15,30,0.9304,0.053023999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,single set of methods,30,50,0.7666,0.037447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ4,M1028,single set of methods,50,100,0.7078,0.03615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ40,M1064,single set of methods,0,15,NA,0.034574,0.005923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ40,M1064,single set of methods,100,150,0.7205,0.0444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ40,M1064,single set of methods,15,30,0.9508,0.026424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ40,M1064,single set of methods,30,50,1.068,0.030123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ40,M1064,single set of methods,50,100,1.0051,0.033047,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ42,M1066,single set of methods,0,15,0.8863,0.026447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ42,M1066,single set of methods,100,150,0.7766,0.029096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ42,M1066,single set of methods,15,30,0.7381844486766032,0.07998999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ42,M1066,single set of methods,30,50,1.0012,0.035375000000000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ42,M1066,single set of methods,50,100,0.8721,0.040423999999999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ43,M1067,single set of methods,0,15,1.1037,0.047393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ43,M1067,single set of methods,15,30,1.0519,0.03932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ43,M1067,single set of methods,30,50,0.9363,0.049818,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ43,M1067,single set of methods,50,100,0.9045,0.05079500000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ44,M1068,single set of methods,0,15,0.9228,0.055071,0.012394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ44,M1068,single set of methods,100,150,NA,0.046792999999999994,0.009713000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ44,M1068,single set of methods,15,30,0.9951,0.03927,0.007999000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ44,M1068,single set of methods,30,50,NA,0.041297,0.007332999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ44,M1068,single set of methods,50,100,0.9683,0.044371,0.007245000000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ45,M1069,single set of methods,0,15,0.9288,0.068113,0.024899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ45,M1069,single set of methods,100,150,NA,0.049374,0.013092999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ45,M1069,single set of methods,15,30,1.0364,0.044243,0.013827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ45,M1069,single set of methods,30,50,0.9242,0.04552,0.010953999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ45,M1069,single set of methods,50,100,0.856,0.048343,0.010949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ46,M1070,single set of methods,0,15,0.4862,0.10607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ46,M1070,single set of methods,15,30,0.4456,0.121275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ46,M1070,single set of methods,30,50,NA,0.0408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ47,M1071,single set of methods,0,15,0.4639,0.134925,0.050164999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ47,M1071,single set of methods,15,30,NA,0.085948,0.024283000000000002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ47,M1071,single set of methods,30,50,NA,0.10752,0.027493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ47,M1071,single set of methods,50,100,NA,0.1142,0.042842000000000005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ48,M1072,single set of methods,0,15,NA,0.088743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ48,M1072,single set of methods,100,150,0.5578,0.090898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ48,M1072,single set of methods,15,30,0.489,0.111864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ48,M1072,single set of methods,30,50,NA,0.100562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ48,M1072,single set of methods,50,100,0.5292,0.08849299999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,single set of methods,0,15,NA,0.037075,0.010412999999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,single set of methods,100,150,0.9106,0.05072,0.008912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,single set of methods,15,30,1.141035471846351,0.029998999999999998,0.009262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,single set of methods,30,50,NA,0.04117200000000001,0.008381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ5,M1029,single set of methods,50,100,NA,0.045174000000000006,0.007631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ50,M1074,single set of methods,0,15,0.443,0.12937200000000001,0.073327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ50,M1074,single set of methods,15,30,0.486,0.135925,0.057305999999999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ50,M1074,single set of methods,30,50,NA,0.113219,0.039132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,single set of methods,0,15,1.0793,0.050819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,single set of methods,100,150,0.5069,0.09293799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,single set of methods,15,30,0.9384,0.039097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,single set of methods,30,50,0.7373,0.051121999999999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ6,M1030,single set of methods,50,100,0.7306,0.043497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ7,M1031,single set of methods,0,15,0.9955,0.049795,0.010415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ7,M1031,single set of methods,100,150,NA,0.056575,0.015617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blue_Ventures_Unpublished,BV_Unpubl_MHJ7,M1031,single set of methods,15,30,0.9312,0.05049699999999999,0.012514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
